User _ID,Product_ID,Product_Category,Purchase History,Rating
U0174,P015,Books,"[('P015', datetime.date(2024, 11, 10)), ('P013', datetime.date(2024, 6, 19))]",2.0
U0174,P013,Home Appliances,"[('P015', datetime.date(2024, 11, 10)), ('P013', datetime.date(2024, 6, 19))]",2.7
U0175,P008,Books,"[('P008', datetime.date(2024, 1, 12)), ('P047', datetime.date(2024, 9, 21)), ('P016', datetime.date(2024, 8, 20)), ('P007', datetime.date(2024, 1, 15)), ('P029', datetime.date(2024, 1, 2))]",1.1
U0175,P047,Apparel,"[('P008', datetime.date(2024, 1, 12)), ('P047', datetime.date(2024, 9, 21)), ('P016', datetime.date(2024, 8, 20)), ('P007', datetime.date(2024, 1, 15)), ('P029', datetime.date(2024, 1, 2))]",1.8
U0175,P016,Books,"[('P008', datetime.date(2024, 1, 12)), ('P047', datetime.date(2024, 9, 21)), ('P016', datetime.date(2024, 8, 20)), ('P007', datetime.date(2024, 1, 15)), ('P029', datetime.date(2024, 1, 2))]",2.1
U0175,P007,Apparel,"[('P008', datetime.date(2024, 1, 12)), ('P047', datetime.date(2024, 9, 21)), ('P016', datetime.date(2024, 8, 20)), ('P007', datetime.date(2024, 1, 15)), ('P029', datetime.date(2024, 1, 2))]",3.5
U0175,P029,Electronics,"[('P008', datetime.date(2024, 1, 12)), ('P047', datetime.date(2024, 9, 21)), ('P016', datetime.date(2024, 8, 20)), ('P007', datetime.date(2024, 1, 15)), ('P029', datetime.date(2024, 1, 2))]",4.5
U0176,P049,Groceries,"[('P049', datetime.date(2024, 4, 18))]",3.0
U0177,P011,Toys,"[('P011', datetime.date(2024, 7, 4)), ('P011', datetime.date(2024, 2, 25)), ('P015', datetime.date(2024, 1, 11))]",3.5
U0177,P011,Toys,"[('P011', datetime.date(2024, 7, 4)), ('P011', datetime.date(2024, 2, 25)), ('P015', datetime.date(2024, 1, 11))]",4.4
U0177,P015,Books,"[('P011', datetime.date(2024, 7, 4)), ('P011', datetime.date(2024, 2, 25)), ('P015', datetime.date(2024, 1, 11))]",4.9
U0178,P032,Apparel,"[('P032', datetime.date(2024, 8, 26)), ('P037', datetime.date(2024, 7, 8)), ('P037', datetime.date(2024, 4, 2))]",1.5
U0178,P037,Groceries,"[('P032', datetime.date(2024, 8, 26)), ('P037', datetime.date(2024, 7, 8)), ('P037', datetime.date(2024, 4, 2))]",1.5
U0178,P037,Groceries,"[('P032', datetime.date(2024, 8, 26)), ('P037', datetime.date(2024, 7, 8)), ('P037', datetime.date(2024, 4, 2))]",2.4
U0179,P023,Toys,"[('P023', datetime.date(2024, 8, 4))]",2.4
U0180,P026,Electronics,"[('P026', datetime.date(2024, 11, 11))]",1.9
U0181,P028,Electronics,"[('P028', datetime.date(2024, 2, 22)), ('P003', datetime.date(2024, 10, 5)), ('P017', datetime.date(2024, 2, 8)), ('P046', datetime.date(2024, 7, 4)), ('P009', datetime.date(2024, 1, 10))]",3.2
U0181,P003,Books,"[('P028', datetime.date(2024, 2, 22)), ('P003', datetime.date(2024, 10, 5)), ('P017', datetime.date(2024, 2, 8)), ('P046', datetime.date(2024, 7, 4)), ('P009', datetime.date(2024, 1, 10))]",2.6
U0181,P017,Toys,"[('P028', datetime.date(2024, 2, 22)), ('P003', datetime.date(2024, 10, 5)), ('P017', datetime.date(2024, 2, 8)), ('P046', datetime.date(2024, 7, 4)), ('P009', datetime.date(2024, 1, 10))]",4.4
U0181,P046,Electronics,"[('P028', datetime.date(2024, 2, 22)), ('P003', datetime.date(2024, 10, 5)), ('P017', datetime.date(2024, 2, 8)), ('P046', datetime.date(2024, 7, 4)), ('P009', datetime.date(2024, 1, 10))]",5.0
U0181,P009,Home Appliances,"[('P028', datetime.date(2024, 2, 22)), ('P003', datetime.date(2024, 10, 5)), ('P017', datetime.date(2024, 2, 8)), ('P046', datetime.date(2024, 7, 4)), ('P009', datetime.date(2024, 1, 10))]",1.9
U0182,P032,Apparel,"[('P032', datetime.date(2024, 6, 30)), ('P037', datetime.date(2024, 10, 23)), ('P043', datetime.date(2024, 6, 22)), ('P018', datetime.date(2024, 7, 18))]",1.7
U0182,P037,Groceries,"[('P032', datetime.date(2024, 6, 30)), ('P037', datetime.date(2024, 10, 23)), ('P043', datetime.date(2024, 6, 22)), ('P018', datetime.date(2024, 7, 18))]",2.4
U0182,P043,Toys,"[('P032', datetime.date(2024, 6, 30)), ('P037', datetime.date(2024, 10, 23)), ('P043', datetime.date(2024, 6, 22)), ('P018', datetime.date(2024, 7, 18))]",4.9
U0182,P018,Home Appliances,"[('P032', datetime.date(2024, 6, 30)), ('P037', datetime.date(2024, 10, 23)), ('P043', datetime.date(2024, 6, 22)), ('P018', datetime.date(2024, 7, 18))]",2.2
U0183,P021,Books,"[('P021', datetime.date(2024, 2, 24)), ('P021', datetime.date(2024, 9, 29)), ('P013', datetime.date(2024, 9, 6)), ('P037', datetime.date(2024, 7, 27)), ('P023', datetime.date(2024, 11, 19))]",4.2
U0183,P021,Books,"[('P021', datetime.date(2024, 2, 24)), ('P021', datetime.date(2024, 9, 29)), ('P013', datetime.date(2024, 9, 6)), ('P037', datetime.date(2024, 7, 27)), ('P023', datetime.date(2024, 11, 19))]",3.3
U0183,P013,Home Appliances,"[('P021', datetime.date(2024, 2, 24)), ('P021', datetime.date(2024, 9, 29)), ('P013', datetime.date(2024, 9, 6)), ('P037', datetime.date(2024, 7, 27)), ('P023', datetime.date(2024, 11, 19))]",3.1
U0183,P037,Groceries,"[('P021', datetime.date(2024, 2, 24)), ('P021', datetime.date(2024, 9, 29)), ('P013', datetime.date(2024, 9, 6)), ('P037', datetime.date(2024, 7, 27)), ('P023', datetime.date(2024, 11, 19))]",2.0
U0183,P023,Toys,"[('P021', datetime.date(2024, 2, 24)), ('P021', datetime.date(2024, 9, 29)), ('P013', datetime.date(2024, 9, 6)), ('P037', datetime.date(2024, 7, 27)), ('P023', datetime.date(2024, 11, 19))]",1.7
U0184,P045,Toys,"[('P045', datetime.date(2024, 8, 15))]",2.3
U0185,P042,Toys,"[('P042', datetime.date(2024, 2, 3)), ('P043', datetime.date(2024, 1, 8)), ('P043', datetime.date(2024, 10, 4)), ('P021', datetime.date(2024, 2, 5))]",3.0
U0185,P043,Toys,"[('P042', datetime.date(2024, 2, 3)), ('P043', datetime.date(2024, 1, 8)), ('P043', datetime.date(2024, 10, 4)), ('P021', datetime.date(2024, 2, 5))]",1.9
U0185,P043,Toys,"[('P042', datetime.date(2024, 2, 3)), ('P043', datetime.date(2024, 1, 8)), ('P043', datetime.date(2024, 10, 4)), ('P021', datetime.date(2024, 2, 5))]",1.4
U0185,P021,Books,"[('P042', datetime.date(2024, 2, 3)), ('P043', datetime.date(2024, 1, 8)), ('P043', datetime.date(2024, 10, 4)), ('P021', datetime.date(2024, 2, 5))]",3.0
U0186,P011,Toys,"[('P011', datetime.date(2024, 5, 21)), ('P025', datetime.date(2024, 1, 14))]",2.4
U0186,P025,Electronics,"[('P011', datetime.date(2024, 5, 21)), ('P025', datetime.date(2024, 1, 14))]",4.3
U0187,P041,Groceries,"[('P041', datetime.date(2024, 1, 31))]",2.1
U0188,P012,Home Appliances,"[('P012', datetime.date(2024, 10, 14)), ('P035', datetime.date(2024, 3, 3)), ('P009', datetime.date(2024, 6, 21)), ('P023', datetime.date(2024, 10, 13)), ('P043', datetime.date(2024, 4, 21))]",4.6
U0188,P035,Apparel,"[('P012', datetime.date(2024, 10, 14)), ('P035', datetime.date(2024, 3, 3)), ('P009', datetime.date(2024, 6, 21)), ('P023', datetime.date(2024, 10, 13)), ('P043', datetime.date(2024, 4, 21))]",1.3
U0188,P009,Home Appliances,"[('P012', datetime.date(2024, 10, 14)), ('P035', datetime.date(2024, 3, 3)), ('P009', datetime.date(2024, 6, 21)), ('P023', datetime.date(2024, 10, 13)), ('P043', datetime.date(2024, 4, 21))]",4.3
U0188,P023,Toys,"[('P012', datetime.date(2024, 10, 14)), ('P035', datetime.date(2024, 3, 3)), ('P009', datetime.date(2024, 6, 21)), ('P023', datetime.date(2024, 10, 13)), ('P043', datetime.date(2024, 4, 21))]",3.9
U0188,P043,Toys,"[('P012', datetime.date(2024, 10, 14)), ('P035', datetime.date(2024, 3, 3)), ('P009', datetime.date(2024, 6, 21)), ('P023', datetime.date(2024, 10, 13)), ('P043', datetime.date(2024, 4, 21))]",4.8
U0189,P032,Apparel,"[('P032', datetime.date(2024, 10, 30)), ('P002', datetime.date(2024, 2, 5)), ('P036', datetime.date(2024, 8, 8)), ('P038', datetime.date(2024, 10, 20)), ('P040', datetime.date(2024, 4, 1))]",4.6
U0189,P002,Toys,"[('P032', datetime.date(2024, 10, 30)), ('P002', datetime.date(2024, 2, 5)), ('P036', datetime.date(2024, 8, 8)), ('P038', datetime.date(2024, 10, 20)), ('P040', datetime.date(2024, 4, 1))]",2.8
U0189,P036,Toys,"[('P032', datetime.date(2024, 10, 30)), ('P002', datetime.date(2024, 2, 5)), ('P036', datetime.date(2024, 8, 8)), ('P038', datetime.date(2024, 10, 20)), ('P040', datetime.date(2024, 4, 1))]",2.9
U0189,P038,Home Appliances,"[('P032', datetime.date(2024, 10, 30)), ('P002', datetime.date(2024, 2, 5)), ('P036', datetime.date(2024, 8, 8)), ('P038', datetime.date(2024, 10, 20)), ('P040', datetime.date(2024, 4, 1))]",2.2
U0189,P040,Groceries,"[('P032', datetime.date(2024, 10, 30)), ('P002', datetime.date(2024, 2, 5)), ('P036', datetime.date(2024, 8, 8)), ('P038', datetime.date(2024, 10, 20)), ('P040', datetime.date(2024, 4, 1))]",3.6
U0190,P028,Electronics,"[('P028', datetime.date(2024, 9, 16)), ('P009', datetime.date(2024, 5, 3)), ('P031', datetime.date(2024, 1, 14))]",1.5
U0190,P009,Home Appliances,"[('P028', datetime.date(2024, 9, 16)), ('P009', datetime.date(2024, 5, 3)), ('P031', datetime.date(2024, 1, 14))]",4.1
U0190,P031,Home Appliances,"[('P028', datetime.date(2024, 9, 16)), ('P009', datetime.date(2024, 5, 3)), ('P031', datetime.date(2024, 1, 14))]",2.4
U0191,P042,Toys,"[('P042', datetime.date(2024, 8, 19)), ('P046', datetime.date(2024, 2, 7)), ('P039', datetime.date(2024, 2, 13)), ('P016', datetime.date(2024, 8, 14)), ('P050', datetime.date(2024, 7, 29))]",1.5
U0191,P046,Electronics,"[('P042', datetime.date(2024, 8, 19)), ('P046', datetime.date(2024, 2, 7)), ('P039', datetime.date(2024, 2, 13)), ('P016', datetime.date(2024, 8, 14)), ('P050', datetime.date(2024, 7, 29))]",3.9
U0191,P039,Toys,"[('P042', datetime.date(2024, 8, 19)), ('P046', datetime.date(2024, 2, 7)), ('P039', datetime.date(2024, 2, 13)), ('P016', datetime.date(2024, 8, 14)), ('P050', datetime.date(2024, 7, 29))]",1.6
U0191,P016,Books,"[('P042', datetime.date(2024, 8, 19)), ('P046', datetime.date(2024, 2, 7)), ('P039', datetime.date(2024, 2, 13)), ('P016', datetime.date(2024, 8, 14)), ('P050', datetime.date(2024, 7, 29))]",2.9
U0191,P050,Books,"[('P042', datetime.date(2024, 8, 19)), ('P046', datetime.date(2024, 2, 7)), ('P039', datetime.date(2024, 2, 13)), ('P016', datetime.date(2024, 8, 14)), ('P050', datetime.date(2024, 7, 29))]",4.0
U0192,P029,Electronics,"[('P029', datetime.date(2024, 9, 23))]",3.3
U0193,P004,Apparel,"[('P004', datetime.date(2024, 6, 3)), ('P015', datetime.date(2024, 5, 3)), ('P017', datetime.date(2024, 9, 19))]",1.2
U0193,P015,Books,"[('P004', datetime.date(2024, 6, 3)), ('P015', datetime.date(2024, 5, 3)), ('P017', datetime.date(2024, 9, 19))]",4.2
U0193,P017,Toys,"[('P004', datetime.date(2024, 6, 3)), ('P015', datetime.date(2024, 5, 3)), ('P017', datetime.date(2024, 9, 19))]",4.7
U0194,P004,Apparel,"[('P004', datetime.date(2024, 1, 12)), ('P021', datetime.date(2024, 9, 19)), ('P043', datetime.date(2024, 1, 22))]",4.2
U0194,P021,Books,"[('P004', datetime.date(2024, 1, 12)), ('P021', datetime.date(2024, 9, 19)), ('P043', datetime.date(2024, 1, 22))]",1.9
U0194,P043,Toys,"[('P004', datetime.date(2024, 1, 12)), ('P021', datetime.date(2024, 9, 19)), ('P043', datetime.date(2024, 1, 22))]",4.9
U0195,P043,Toys,"[('P043', datetime.date(2024, 9, 22)), ('P035', datetime.date(2024, 2, 25))]",1.8
U0195,P035,Apparel,"[('P043', datetime.date(2024, 9, 22)), ('P035', datetime.date(2024, 2, 25))]",2.6
U0196,P035,Apparel,"[('P035', datetime.date(2024, 2, 21)), ('P032', datetime.date(2024, 7, 2)), ('P019', datetime.date(2024, 7, 5)), ('P022', datetime.date(2024, 6, 5)), ('P041', datetime.date(2024, 8, 9))]",4.0
U0196,P032,Apparel,"[('P035', datetime.date(2024, 2, 21)), ('P032', datetime.date(2024, 7, 2)), ('P019', datetime.date(2024, 7, 5)), ('P022', datetime.date(2024, 6, 5)), ('P041', datetime.date(2024, 8, 9))]",4.8
U0196,P019,Toys,"[('P035', datetime.date(2024, 2, 21)), ('P032', datetime.date(2024, 7, 2)), ('P019', datetime.date(2024, 7, 5)), ('P022', datetime.date(2024, 6, 5)), ('P041', datetime.date(2024, 8, 9))]",1.7
U0196,P022,Apparel,"[('P035', datetime.date(2024, 2, 21)), ('P032', datetime.date(2024, 7, 2)), ('P019', datetime.date(2024, 7, 5)), ('P022', datetime.date(2024, 6, 5)), ('P041', datetime.date(2024, 8, 9))]",2.4
U0196,P041,Groceries,"[('P035', datetime.date(2024, 2, 21)), ('P032', datetime.date(2024, 7, 2)), ('P019', datetime.date(2024, 7, 5)), ('P022', datetime.date(2024, 6, 5)), ('P041', datetime.date(2024, 8, 9))]",5.0
U0197,P009,Home Appliances,"[('P009', datetime.date(2024, 6, 30))]",2.5
U0198,P021,Books,"[('P021', datetime.date(2024, 3, 29)), ('P033', datetime.date(2024, 6, 28)), ('P031', datetime.date(2024, 11, 14))]",1.3
U0198,P033,Books,"[('P021', datetime.date(2024, 3, 29)), ('P033', datetime.date(2024, 6, 28)), ('P031', datetime.date(2024, 11, 14))]",1.0
U0198,P031,Home Appliances,"[('P021', datetime.date(2024, 3, 29)), ('P033', datetime.date(2024, 6, 28)), ('P031', datetime.date(2024, 11, 14))]",2.7
U0199,P031,Home Appliances,"[('P031', datetime.date(2024, 1, 19)), ('P035', datetime.date(2024, 3, 2))]",1.8
U0199,P035,Apparel,"[('P031', datetime.date(2024, 1, 19)), ('P035', datetime.date(2024, 3, 2))]",1.6
U0200,P011,Toys,"[('P011', datetime.date(2024, 5, 6)), ('P019', datetime.date(2024, 6, 9))]",4.0
U0200,P019,Toys,"[('P011', datetime.date(2024, 5, 6)), ('P019', datetime.date(2024, 6, 9))]",3.4
U0201,P031,Home Appliances,"[('P031', datetime.date(2024, 6, 12)), ('P042', datetime.date(2024, 7, 4)), ('P027', datetime.date(2024, 8, 13))]",4.7
U0201,P042,Toys,"[('P031', datetime.date(2024, 6, 12)), ('P042', datetime.date(2024, 7, 4)), ('P027', datetime.date(2024, 8, 13))]",2.7
U0201,P027,Home Appliances,"[('P031', datetime.date(2024, 6, 12)), ('P042', datetime.date(2024, 7, 4)), ('P027', datetime.date(2024, 8, 13))]",4.0
U0202,P015,Books,"[('P015', datetime.date(2024, 4, 24)), ('P044', datetime.date(2024, 10, 5)), ('P019', datetime.date(2024, 1, 5)), ('P049', datetime.date(2024, 11, 11))]",3.9
U0202,P044,Groceries,"[('P015', datetime.date(2024, 4, 24)), ('P044', datetime.date(2024, 10, 5)), ('P019', datetime.date(2024, 1, 5)), ('P049', datetime.date(2024, 11, 11))]",3.7
U0202,P019,Toys,"[('P015', datetime.date(2024, 4, 24)), ('P044', datetime.date(2024, 10, 5)), ('P019', datetime.date(2024, 1, 5)), ('P049', datetime.date(2024, 11, 11))]",3.8
U0202,P049,Groceries,"[('P015', datetime.date(2024, 4, 24)), ('P044', datetime.date(2024, 10, 5)), ('P019', datetime.date(2024, 1, 5)), ('P049', datetime.date(2024, 11, 11))]",4.2
U0203,P046,Electronics,"[('P046', datetime.date(2024, 6, 11)), ('P013', datetime.date(2024, 5, 10)), ('P012', datetime.date(2024, 3, 22))]",5.0
U0203,P013,Home Appliances,"[('P046', datetime.date(2024, 6, 11)), ('P013', datetime.date(2024, 5, 10)), ('P012', datetime.date(2024, 3, 22))]",4.8
U0203,P012,Home Appliances,"[('P046', datetime.date(2024, 6, 11)), ('P013', datetime.date(2024, 5, 10)), ('P012', datetime.date(2024, 3, 22))]",2.2
U0204,P043,Toys,"[('P043', datetime.date(2024, 4, 17))]",1.5
U0205,P009,Home Appliances,"[('P009', datetime.date(2024, 8, 18)), ('P033', datetime.date(2024, 2, 2))]",4.6
U0205,P033,Books,"[('P009', datetime.date(2024, 8, 18)), ('P033', datetime.date(2024, 2, 2))]",1.1
U0206,P030,Home Appliances,"[('P030', datetime.date(2024, 3, 26)), ('P023', datetime.date(2024, 9, 24)), ('P010', datetime.date(2024, 9, 11)), ('P003', datetime.date(2024, 7, 9)), ('P047', datetime.date(2024, 11, 17))]",1.9
U0206,P023,Toys,"[('P030', datetime.date(2024, 3, 26)), ('P023', datetime.date(2024, 9, 24)), ('P010', datetime.date(2024, 9, 11)), ('P003', datetime.date(2024, 7, 9)), ('P047', datetime.date(2024, 11, 17))]",4.9
U0206,P010,Home Appliances,"[('P030', datetime.date(2024, 3, 26)), ('P023', datetime.date(2024, 9, 24)), ('P010', datetime.date(2024, 9, 11)), ('P003', datetime.date(2024, 7, 9)), ('P047', datetime.date(2024, 11, 17))]",2.3
U0206,P003,Books,"[('P030', datetime.date(2024, 3, 26)), ('P023', datetime.date(2024, 9, 24)), ('P010', datetime.date(2024, 9, 11)), ('P003', datetime.date(2024, 7, 9)), ('P047', datetime.date(2024, 11, 17))]",3.3
U0206,P047,Apparel,"[('P030', datetime.date(2024, 3, 26)), ('P023', datetime.date(2024, 9, 24)), ('P010', datetime.date(2024, 9, 11)), ('P003', datetime.date(2024, 7, 9)), ('P047', datetime.date(2024, 11, 17))]",3.2
U0207,P033,Books,"[('P033', datetime.date(2024, 4, 9))]",3.3
U0208,P021,Books,"[('P021', datetime.date(2024, 8, 2)), ('P004', datetime.date(2024, 11, 6)), ('P004', datetime.date(2024, 3, 18))]",1.2
U0208,P004,Apparel,"[('P021', datetime.date(2024, 8, 2)), ('P004', datetime.date(2024, 11, 6)), ('P004', datetime.date(2024, 3, 18))]",4.8
U0208,P004,Apparel,"[('P021', datetime.date(2024, 8, 2)), ('P004', datetime.date(2024, 11, 6)), ('P004', datetime.date(2024, 3, 18))]",1.2
U0209,P038,Home Appliances,"[('P038', datetime.date(2024, 6, 12)), ('P043', datetime.date(2024, 6, 23)), ('P017', datetime.date(2024, 9, 25))]",4.4
U0209,P043,Toys,"[('P038', datetime.date(2024, 6, 12)), ('P043', datetime.date(2024, 6, 23)), ('P017', datetime.date(2024, 9, 25))]",3.0
U0209,P017,Toys,"[('P038', datetime.date(2024, 6, 12)), ('P043', datetime.date(2024, 6, 23)), ('P017', datetime.date(2024, 9, 25))]",3.0
U0210,P022,Apparel,"[('P022', datetime.date(2024, 5, 17)), ('P034', datetime.date(2024, 10, 19))]",3.6
U0210,P034,Home Appliances,"[('P022', datetime.date(2024, 5, 17)), ('P034', datetime.date(2024, 10, 19))]",2.3
U0211,P040,Groceries,"[('P040', datetime.date(2024, 7, 19)), ('P025', datetime.date(2024, 3, 15)), ('P004', datetime.date(2024, 4, 18)), ('P027', datetime.date(2024, 5, 31)), ('P006', datetime.date(2024, 7, 6))]",4.2
U0211,P025,Electronics,"[('P040', datetime.date(2024, 7, 19)), ('P025', datetime.date(2024, 3, 15)), ('P004', datetime.date(2024, 4, 18)), ('P027', datetime.date(2024, 5, 31)), ('P006', datetime.date(2024, 7, 6))]",5.0
U0211,P004,Apparel,"[('P040', datetime.date(2024, 7, 19)), ('P025', datetime.date(2024, 3, 15)), ('P004', datetime.date(2024, 4, 18)), ('P027', datetime.date(2024, 5, 31)), ('P006', datetime.date(2024, 7, 6))]",1.8
U0211,P027,Home Appliances,"[('P040', datetime.date(2024, 7, 19)), ('P025', datetime.date(2024, 3, 15)), ('P004', datetime.date(2024, 4, 18)), ('P027', datetime.date(2024, 5, 31)), ('P006', datetime.date(2024, 7, 6))]",2.1
U0211,P006,Home Appliances,"[('P040', datetime.date(2024, 7, 19)), ('P025', datetime.date(2024, 3, 15)), ('P004', datetime.date(2024, 4, 18)), ('P027', datetime.date(2024, 5, 31)), ('P006', datetime.date(2024, 7, 6))]",2.9
U0212,P009,Home Appliances,"[('P009', datetime.date(2024, 5, 14)), ('P050', datetime.date(2024, 4, 11)), ('P018', datetime.date(2024, 6, 3))]",1.3
U0212,P050,Books,"[('P009', datetime.date(2024, 5, 14)), ('P050', datetime.date(2024, 4, 11)), ('P018', datetime.date(2024, 6, 3))]",2.7
U0212,P018,Home Appliances,"[('P009', datetime.date(2024, 5, 14)), ('P050', datetime.date(2024, 4, 11)), ('P018', datetime.date(2024, 6, 3))]",1.1
U0213,P006,Home Appliances,"[('P006', datetime.date(2024, 9, 10))]",3.3
U0214,P021,Books,"[('P021', datetime.date(2024, 6, 23)), ('P002', datetime.date(2024, 11, 15)), ('P009', datetime.date(2024, 7, 21)), ('P022', datetime.date(2024, 2, 27))]",3.8
U0214,P002,Toys,"[('P021', datetime.date(2024, 6, 23)), ('P002', datetime.date(2024, 11, 15)), ('P009', datetime.date(2024, 7, 21)), ('P022', datetime.date(2024, 2, 27))]",4.0
U0214,P009,Home Appliances,"[('P021', datetime.date(2024, 6, 23)), ('P002', datetime.date(2024, 11, 15)), ('P009', datetime.date(2024, 7, 21)), ('P022', datetime.date(2024, 2, 27))]",4.7
U0214,P022,Apparel,"[('P021', datetime.date(2024, 6, 23)), ('P002', datetime.date(2024, 11, 15)), ('P009', datetime.date(2024, 7, 21)), ('P022', datetime.date(2024, 2, 27))]",3.6
U0215,P049,Groceries,"[('P049', datetime.date(2024, 8, 17)), ('P010', datetime.date(2024, 7, 8))]",3.3
U0215,P010,Home Appliances,"[('P049', datetime.date(2024, 8, 17)), ('P010', datetime.date(2024, 7, 8))]",3.2
U0216,P050,Books,"[('P050', datetime.date(2024, 6, 29)), ('P016', datetime.date(2024, 2, 1)), ('P008', datetime.date(2024, 7, 30))]",4.4
U0216,P016,Books,"[('P050', datetime.date(2024, 6, 29)), ('P016', datetime.date(2024, 2, 1)), ('P008', datetime.date(2024, 7, 30))]",1.7
U0216,P008,Books,"[('P050', datetime.date(2024, 6, 29)), ('P016', datetime.date(2024, 2, 1)), ('P008', datetime.date(2024, 7, 30))]",1.4
U0217,P040,Groceries,"[('P040', datetime.date(2024, 3, 13)), ('P028', datetime.date(2024, 11, 5)), ('P003', datetime.date(2024, 7, 1)), ('P023', datetime.date(2024, 8, 7)), ('P050', datetime.date(2024, 8, 8))]",1.9
U0217,P028,Electronics,"[('P040', datetime.date(2024, 3, 13)), ('P028', datetime.date(2024, 11, 5)), ('P003', datetime.date(2024, 7, 1)), ('P023', datetime.date(2024, 8, 7)), ('P050', datetime.date(2024, 8, 8))]",1.0
U0217,P003,Books,"[('P040', datetime.date(2024, 3, 13)), ('P028', datetime.date(2024, 11, 5)), ('P003', datetime.date(2024, 7, 1)), ('P023', datetime.date(2024, 8, 7)), ('P050', datetime.date(2024, 8, 8))]",3.8
U0217,P023,Toys,"[('P040', datetime.date(2024, 3, 13)), ('P028', datetime.date(2024, 11, 5)), ('P003', datetime.date(2024, 7, 1)), ('P023', datetime.date(2024, 8, 7)), ('P050', datetime.date(2024, 8, 8))]",1.5
U0217,P050,Books,"[('P040', datetime.date(2024, 3, 13)), ('P028', datetime.date(2024, 11, 5)), ('P003', datetime.date(2024, 7, 1)), ('P023', datetime.date(2024, 8, 7)), ('P050', datetime.date(2024, 8, 8))]",1.4
U0218,P037,Groceries,"[('P037', datetime.date(2024, 9, 21)), ('P045', datetime.date(2024, 4, 5))]",2.3
U0218,P045,Toys,"[('P037', datetime.date(2024, 9, 21)), ('P045', datetime.date(2024, 4, 5))]",4.3
U0219,P040,Groceries,"[('P040', datetime.date(2024, 3, 22)), ('P035', datetime.date(2024, 11, 15)), ('P038', datetime.date(2024, 9, 3))]",1.4
U0219,P035,Apparel,"[('P040', datetime.date(2024, 3, 22)), ('P035', datetime.date(2024, 11, 15)), ('P038', datetime.date(2024, 9, 3))]",5.0
U0219,P038,Home Appliances,"[('P040', datetime.date(2024, 3, 22)), ('P035', datetime.date(2024, 11, 15)), ('P038', datetime.date(2024, 9, 3))]",1.7
U0220,P017,Toys,"[('P017', datetime.date(2024, 3, 29)), ('P025', datetime.date(2024, 10, 12))]",1.2
U0220,P025,Electronics,"[('P017', datetime.date(2024, 3, 29)), ('P025', datetime.date(2024, 10, 12))]",3.3
U0221,P008,Books,"[('P008', datetime.date(2024, 8, 20)), ('P035', datetime.date(2024, 5, 2)), ('P039', datetime.date(2024, 10, 2))]",1.1
U0221,P035,Apparel,"[('P008', datetime.date(2024, 8, 20)), ('P035', datetime.date(2024, 5, 2)), ('P039', datetime.date(2024, 10, 2))]",3.8
U0221,P039,Toys,"[('P008', datetime.date(2024, 8, 20)), ('P035', datetime.date(2024, 5, 2)), ('P039', datetime.date(2024, 10, 2))]",4.3
U0222,P015,Books,"[('P015', datetime.date(2024, 5, 5)), ('P033', datetime.date(2024, 8, 10)), ('P047', datetime.date(2024, 2, 5))]",4.4
U0222,P033,Books,"[('P015', datetime.date(2024, 5, 5)), ('P033', datetime.date(2024, 8, 10)), ('P047', datetime.date(2024, 2, 5))]",3.4
U0222,P047,Apparel,"[('P015', datetime.date(2024, 5, 5)), ('P033', datetime.date(2024, 8, 10)), ('P047', datetime.date(2024, 2, 5))]",3.5
U0223,P028,Electronics,"[('P028', datetime.date(2024, 10, 18)), ('P020', datetime.date(2024, 10, 2)), ('P037', datetime.date(2024, 9, 18))]",2.7
U0223,P020,Toys,"[('P028', datetime.date(2024, 10, 18)), ('P020', datetime.date(2024, 10, 2)), ('P037', datetime.date(2024, 9, 18))]",4.2
U0223,P037,Groceries,"[('P028', datetime.date(2024, 10, 18)), ('P020', datetime.date(2024, 10, 2)), ('P037', datetime.date(2024, 9, 18))]",5.0
U0224,P034,Home Appliances,"[('P034', datetime.date(2024, 6, 26))]",2.4
U0225,P032,Apparel,"[('P032', datetime.date(2024, 9, 26)), ('P010', datetime.date(2024, 4, 14)), ('P047', datetime.date(2024, 5, 5)), ('P036', datetime.date(2024, 10, 5)), ('P039', datetime.date(2024, 9, 28))]",3.9
U0225,P010,Home Appliances,"[('P032', datetime.date(2024, 9, 26)), ('P010', datetime.date(2024, 4, 14)), ('P047', datetime.date(2024, 5, 5)), ('P036', datetime.date(2024, 10, 5)), ('P039', datetime.date(2024, 9, 28))]",1.4
U0225,P047,Apparel,"[('P032', datetime.date(2024, 9, 26)), ('P010', datetime.date(2024, 4, 14)), ('P047', datetime.date(2024, 5, 5)), ('P036', datetime.date(2024, 10, 5)), ('P039', datetime.date(2024, 9, 28))]",3.0
U0225,P036,Toys,"[('P032', datetime.date(2024, 9, 26)), ('P010', datetime.date(2024, 4, 14)), ('P047', datetime.date(2024, 5, 5)), ('P036', datetime.date(2024, 10, 5)), ('P039', datetime.date(2024, 9, 28))]",2.7
U0225,P039,Toys,"[('P032', datetime.date(2024, 9, 26)), ('P010', datetime.date(2024, 4, 14)), ('P047', datetime.date(2024, 5, 5)), ('P036', datetime.date(2024, 10, 5)), ('P039', datetime.date(2024, 9, 28))]",4.4
U0226,P018,Home Appliances,"[('P018', datetime.date(2024, 3, 30))]",2.5
